latitude,longitude
29.6771646,-95.4397211
29.6912952,-95.4399369
29.673583,-95.4401304
29.6919867,-95.44041039999999
29.6850607,-95.4226339
29.6801873,-95.4259486
29.6851475,-95.4276879
29.7065726,-95.4179077
29.7138721,-95.381543
29.7005205,-95.3764521
29.7260668,-95.3325952
29.7062596,-95.3438322
29.72169,-95.37565479999999
29.723136,-95.3778219
29.7227947,-95.3784967
29.7165793,-95.354213
29.710266,-95.3564019
29.7163082,-95.381267
29.7339674,-95.4397717
29.7159468,-95.4511835
29.7170816,-95.4608875
29.7160808,-95.4683676
29.70563289999999,-95.44307769999999
29.7384901,-95.4771667
29.7344046,-95.41049180000002
29.7429836,-95.4104684
29.7619071,-95.4204037
29.7233948,-95.41803039999999
29.725124,-95.4182146
29.7285172,-95.4767366
29.7076536,-95.4685453
29.7295721,-95.44178819999999
29.72811859999999,-95.44203379999999
29.728169,-95.44080579999999
29.7405461,-95.45902439999999
29.7306869,-95.42779019999999
29.7315061,-95.4190636
29.7383736,-95.4761632
29.7299071,-95.4181378
29.7226967,-95.47677759999999
29.7423567,-95.41099290000001
29.719509,-95.47696189999999
29.7265479,-95.48483619999999
29.7419477,-95.4419315
29.7343829,-95.41903289999999
29.7310815,-95.4769005
29.726497,-95.47675
29.7251692,-95.4769824
29.7465248,-95.441952
29.7293655,-95.4275651
29.7618771,-95.4656172
29.746808,-95.4559125
29.7317033,-95.4679771
29.7609134,-95.4187874
29.7062008,-95.5102101
29.7253093,-95.49486399999999
29.7041282,-95.5090626
29.687818,-95.4929214
29.7045295,-95.51176629999999
29.6897874,-95.5034893
29.6996237,-95.51758749999999
29.7240817,-95.48968540000001
29.7261205,-95.50086669999999
29.694316,-95.493342
29.68789139999999,-95.492078
29.7180102,-95.5196575
29.7179829,-95.5203133
29.689627,-95.45984329999999
29.6895675,-95.4580007
29.7173519,-95.5197599
29.7052413,-95.4821845
29.7062573,-95.4673986
29.7217723,-95.5197599
29.7119749,-95.49334809999999
29.7058764,-95.4935529
29.7159678,-95.4989968
29.7176313,-95.4994531
29.6892867,-95.4757741
29.706158,-95.4891999
29.7084819,-95.5095954
29.6033721,-95.42468
29.6220107,-95.4656172
29.6209926,-95.44565
29.6339868,-95.4460252
29.628277,-95.46471629999999
29.6273833,-95.44524729999999
29.6161954,-95.465583
29.6381263,-95.445877
29.6135988,-95.44757059999999
29.6364504,-95.46414279999999
29.6528748,-95.44604559999999
29.6406921,-95.4459637
29.6410227,-95.4632011
